SL,HHNO,HOUSING_TYPE,HH_INCOME,BUSINESS_P_NO,EMPLOYED_P_NO,UNEMPLOYED_P_NO,CAR_OWN,MC_OWN
5802,2031,2,2,1,1,0,0,0
5804,2032,2,2,0,1,1,0,0
5806,2033,3,3,0,1,1,0,0
5808,2034,3,2,0,1,1,0,0
5810,2035,1,2,0,1,2,0,0
5813,2036,2,2,0,0,2,0,0
5815,2037,2,2,0,1,1,0,0
5817,2038,3,2,0,1,1,0,0
5819,2039,2,2,0,0,2,0,0
5821,2040,3,2,0,1,3,0,0
5825,2041,3,2,1,0,1,0,0
5827,2042,1,2,0,1,1,0,0
5829,2043,1,3,0,1,3,0,1
5833,2044,3,3,0,1,2,0,0
5836,2045,1,1,1,0,2,0,0
5839,2046,2,2,0,0,2,0,0
5841,2047,2,2,0,1,1,0,0
5843,2048,3,2,0,1,1,0,0
5845,2049,3,1,0,1,2,0,0
5848,2050,3,1,0,1,1,0,0
5850,2051,3,3,0,2,3,1,0
5855,2052,3,4,0,1,4,1,0
5860,2053,3,3,0,1,2,0,0
5863,2054,2,2,1,0,3,0,0
5867,2055,3,3,0,1,2,0,0
5870,2056,3,2,0,1,2,0,0
5873,2057,3,3,1,0,3,0,0
5877,2058,3,3,1,0,3,0,0
5881,2059,3,3,0,1,3,0,0
5885,2060,3,3,1,0,2,0,0
5888,2061,3,2,0,1,2,0,0
5891,2062,3,2,0,1,2,0,0
5894,2063,2,2,0,1,3,0,0
5898,2064,3,3,1,0,2,0,0
5901,2065,2,3,1,0,3,0,0
5905,2066,3,3,1,0,3,0,0
5909,2067,2,3,1,0,3,0,0
5913,2068,2,3,1,0,3,0,0
5917,2069,2,3,0,0,4,0,0
5921,2070,3,3,0,1,1,0,0
5923,2071,3,2,0,0,2,0,0
5925,2072,3,2,1,0,4,0,0
5930,2073,2,4,1,0,3,0,1
5934,2074,3,3,1,1,2,0,0
5938,2075,3,3,0,1,4,0,0
5943,2076,3,4,0,1,3,0,0
5947,2077,3,4,0,2,2,1,0
5951,2078,3,3,1,0,3,0,0
5955,2079,3,3,1,0,2,0,0
5958,2080,3,3,1,0,2,0,0
5961,2081,3,2,1,0,2,0,0
5964,2082,3,3,1,0,2,0,0
5967,2083,2,3,1,0,2,0,0
5970,2084,3,1,0,1,2,0,0
5973,2085,3,3,0,1,1,0,0
5975,2086,3,2,1,0,2,0,0
5978,2087,3,4,1,0,2,0,0
5981,2088,3,4,1,0,3,0,0
5985,2089,3,2,0,1,2,0,0
5988,2090,2,1,1,0,2,0,0
5991,2091,2,2,1,0,2,0,0
5994,2092,1,1,1,0,1,0,0
5996,2093,2,3,1,0,2,0,0
5999,2094,1,2,0,1,2,0,0
6002,2095,2,4,1,0,2,0,1
6005,2096,3,4,0,1,4,0,1
6010,2097,2,2,1,0,2,0,0
6013,2098,3,3,1,0,4,0,1
6018,2099,3,2,0,0,3,0,0
6021,2100,3,2,0,1,1,0,0
6023,2101,2,1,1,0,1,0,0
6025,2102,3,1,1,0,2,0,0
6028,2103,2,1,1,0,2,0,0
6031,2104,3,3,1,0,2,0,0
6034,2105,3,1,1,0,2,0,0
6037,2106,3,2,0,1,1,0,0
6039,2107,1,2,1,0,2,0,0
6042,2108,1,2,0,2,1,0,0
6045,2109,2,1,1,0,2,0,0
6048,2110,2,1,0,1,2,0,0
6051,2111,3,2,1,0,3,0,0
6055,2112,3,2,1,0,2,0,0
6058,2113,1,1,0,2,0,0,0
6060,2114,3,2,0,1,1,0,0
6062,2115,2,2,1,0,1,0,0
6064,2116,1,1,0,1,3,0,0
6068,2117,3,1,0,1,2,0,0
6071,2118,2,2,0,1,1,0,0
6073,2119,3,2,0,1,2,0,0
6076,2120,3,3,0,1,1,0,0
6078,2121,3,2,1,0,3,0,0
6082,2122,3,3,1,0,3,0,0
6086,2123,3,2,0,1,3,0,0
6090,2124,3,4,0,1,4,0,0
6095,2125,3,2,0,1,2,0,0
6098,2126,3,3,0,1,3,0,0
6102,2127,2,3,1,0,2,0,0
6105,2128,3,2,0,1,2,0,0
6108,2129,2,2,0,1,2,0,1
6111,2130,3,2,0,1,2,0,0
6114,2131,3,2,0,1,1,0,0
6116,2132,2,2,0,1,1,0,0
6118,2133,3,2,1,0,1,0,0
6120,2134,3,3,1,0,1,0,0
6122,2135,3,2,0,1,2,0,0
6125,2136,2,2,0,1,1,0,0
6127,2137,3,2,0,1,1,0,0
6129,2138,2,1,0,1,1,0,0
6131,2139,3,2,0,1,1,0,0
6133,2140,1,2,1,0,2,0,0
6136,2141,3,2,1,0,2,0,0
6139,2142,3,3,1,0,1,0,0
6141,2143,3,3,1,0,2,0,0
6144,2144,2,2,0,1,1,0,0
6146,2145,2,2,0,2,0,0,0
6148,2146,3,2,1,0,1,0,0
6150,2147,3,3,1,0,2,0,0
6153,2148,3,2,1,0,1,0,0
6155,2149,3,3,0,1,2,0,0
6158,2150,2,2,1,0,3,0,0
6162,2151,3,3,0,1,3,0,0
6166,2152,3,2,1,0,1,0,0
6168,2153,3,2,0,1,1,0,0
6170,2154,3,3,1,0,2,0,0
6173,2155,3,3,1,0,2,0,0
6176,2156,2,2,0,0,2,0,0
6178,2157,3,1,0,1,1,0,0
6180,2158,1,2,1,0,1,0,0
6182,2159,1,2,0,1,2,0,0
6185,2160,3,3,1,0,2,0,0
6188,2161,2,3,0,1,1,0,0
6190,2162,2,2,0,1,2,0,0
6193,2163,2,3,1,0,2,0,0
6196,2164,2,2,1,0,3,0,0
6200,2165,2,2,0,1,2,0,0
6203,2166,2,2,1,1,1,0,0
6206,2167,2,3,0,1,2,0,0
6209,2168,2,2,1,0,3,0,0
6213,2169,3,4,0,1,3,0,0
6217,2170,2,2,0,1,2,0,0
6220,2171,3,4,0,0,4,0,0
6224,2172,2,3,0,1,3,0,0
6228,2173,2,2,1,0,2,0,0
6231,2174,2,2,0,1,2,0,0
6234,2175,2,3,0,1,2,0,0
6237,2176,2,2,1,0,2,0,0
6240,2177,2,2,1,0,2,0,0
6243,2178,3,4,0,0,3,0,0
6246,2179,3,3,0,0,2,0,0
6248,2180,2,3,1,0,2,0,0
6251,2181,2,2,1,0,2,0,0
6254,2182,2,2,1,0,2,0,0
6257,2183,3,3,1,0,3,0,0
6261,2184,3,3,0,1,3,0,0
6265,2185,2,2,0,1,2,0,0
6268,2186,3,3,0,1,3,0,0
6272,2187,3,3,0,1,3,0,0
6276,2188,3,2,0,1,1,0,0
6278,2189,3,3,0,1,2,0,0
6281,2190,3,2,1,0,2,0,0
6284,2191,3,2,1,0,2,0,0
6287,2192,3,2,1,0,2,0,0
6290,2193,3,2,1,0,2,0,0
6293,2194,3,2,1,0,2,0,0
6296,2195,3,2,1,0,3,0,0
6300,2196,3,2,1,0,2,0,0
6303,2197,3,2,0,1,2,0,0
6306,2198,3,2,0,1,2,0,0
6309,2199,3,2,1,0,2,0,0
6312,2200,3,2,2,0,1,0,0
6315,2201,3,2,1,0,2,0,0
6318,2202,3,2,1,0,2,0,0
6321,2203,3,2,1,0,2,0,0
6324,2204,1,4,0,0,3,0,0
6327,2205,3,2,0,1,2,0,0
6330,2206,2,2,1,0,2,0,0
6333,2207,3,3,0,1,2,0,0
6336,2208,2,2,1,0,2,0,0
6339,2209,3,2,0,1,2,0,0
6342,2210,3,2,1,0,2,0,0
6345,2211,3,2,1,0,2,0,0
6348,2212,3,2,1,0,2,0,0
6351,2213,3,2,1,0,2,0,0
6354,2214,3,2,1,0,2,0,0
6357,2215,3,3,0,1,2,0,0
6360,2216,2,2,0,0,3,0,0
6363,2217,3,2,0,1,3,0,0
6367,2218,3,2,1,0,2,0,0
6370,2219,3,2,1,0,2,0,0
6373,2220,3,2,0,1,3,0,0
6377,2221,1,2,1,0,3,0,0
6381,2222,3,2,1,0,2,0,0
6384,2223,3,2,1,0,2,0,0
6387,2224,3,2,1,0,2,0,0
6390,2225,3,2,1,0,2,0,0
6393,2226,3,2,1,0,2,0,0
6396,2227,3,2,0,1,2,0,0
6399,2228,3,2,1,0,2,0,0
6402,2229,3,2,0,1,2,0,0
6405,2230,3,3,0,1,1,0,0
6407,2231,3,2,1,0,2,0,0
6410,2232,3,2,0,1,1,0,0
6412,2233,3,3,1,0,2,0,0
6415,2234,3,2,0,1,3,0,0
6419,2235,3,4,0,1,4,0,0
6424,2236,3,2,0,1,2,0,0
6427,2237,3,3,0,1,3,0,0
6431,2238,2,2,0,1,2,0,0
6434,2239,3,3,0,1,1,0,0
6436,2240,2,3,1,0,2,0,0
6439,2241,3,2,0,1,2,0,0
6442,2242,3,3,1,0,2,0,1
6445,2243,3,4,0,1,2,0,0
6448,2244,3,2,1,0,2,0,0
6451,2245,3,3,1,0,2,0,0
6454,2246,3,2,0,1,2,0,0
6457,2247,2,2,0,0,4,0,0
6461,2248,3,2,0,2,1,0,0
6464,2249,2,2,0,0,4,0,0
6468,2250,1,2,1,0,2,0,0
6471,2251,3,3,1,0,3,0,0
6475,2252,1,2,1,0,3,0,0
6479,2253,3,3,0,0,3,0,0
6482,2254,3,4,2,0,1,0,0
6485,2255,1,2,1,0,2,0,0
6488,2256,3,3,0,1,3,0,0
6492,2257,3,2,2,1,1,0,0
6496,2258,3,3,1,1,2,0,0
6500,2259,3,2,0,1,1,0,0
6502,2260,3,2,0,1,1,0,0
6504,2261,3,4,1,0,1,1,0
6506,2262,2,3,1,0,2,0,0
6509,2263,3,2,1,0,1,0,0
6511,2264,3,2,1,0,1,0,0
6513,2265,3,4,1,0,1,0,0
6515,2266,3,2,1,0,2,0,0
6518,2267,3,2,0,2,0,0,0
6520,2268,3,3,1,0,3,0,0
6524,2269,3,3,1,0,2,0,0
6527,2270,3,4,0,1,3,0,1
6531,2271,3,2,0,1,1,0,0
6533,2272,3,3,0,1,3,1,0
6537,2273,3,4,0,1,1,1,0
6539,2274,3,4,0,0,2,1,0
6541,2275,1,2,0,1,2,0,0
6544,2276,1,1,0,1,3,0,0
6548,2277,1,2,1,0,4,0,0
6553,2278,1,2,0,2,2,0,0
6557,2279,2,2,0,1,4,0,0
6562,2280,3,2,0,1,4,0,0
6567,2281,3,2,0,1,2,0,0
6570,2282,1,1,1,1,3,0,0
6575,2283,1,1,0,1,3,0,0
6579,2284,1,2,1,0,3,0,0
6583,2285,1,2,1,0,2,0,0
6586,2286,2,2,0,1,1,0,0
6588,2287,3,3,1,0,2,0,0
6591,2288,3,2,0,1,1,0,0
6593,2289,3,2,0,1,1,0,0
6595,2290,3,3,1,0,2,0,0
6598,2291,3,3,1,0,1,0,0
6600,2292,3,3,0,1,2,0,0
6603,2293,3,3,0,1,2,0,0
6606,2294,3,3,1,0,3,0,0
6610,2295,2,1,1,0,3,0,0
6614,2296,3,2,0,1,2,0,0
6617,2297,3,2,0,1,2,0,0
6620,2298,3,2,0,1,1,0,0
6622,2299,1,1,0,1,2,0,0
6625,2300,1,1,0,1,2,0,0
6628,2301,3,2,1,0,2,0,0
6631,2302,1,1,0,1,1,0,0
6633,2303,3,2,1,0,2,0,0
6636,2304,3,1,0,1,1,0,0
6638,2305,3,2,0,1,2,0,0
6641,2306,1,1,0,1,1,0,0
6643,2307,3,2,0,1,1,0,0
6645,2308,3,3,1,0,2,0,0
6648,2309,2,1,1,0,3,0,0
6652,2310,3,2,0,0,2,0,0
6654,2311,3,3,0,0,2,0,1
6656,2312,1,1,0,0,2,0,0
6658,2313,3,1,0,0,3,0,0
6661,2314,2,1,0,1,1,0,0
6663,2315,3,3,0,0,2,0,0
6665,2316,2,3,0,1,1,0,0
6667,2317,3,3,0,1,2,0,0
6670,2318,3,3,0,0,2,0,0
6672,2319,3,2,0,1,1,0,0
6674,2320,3,2,1,0,1,0,0
6676,2321,3,2,0,0,2,0,0
6678,2322,3,3,1,0,2,0,0
6681,2323,3,3,1,0,2,0,0
6684,2324,2,2,0,1,1,0,0
6686,2325,2,2,1,0,2,0,0
6689,2326,3,1,0,0,2,0,0
6691,2327,3,1,0,1,0,0,0
6692,2328,1,1,0,1,1,0,0
6694,2329,3,2,0,1,2,0,0
6697,2330,3,3,1,0,2,0,0
6700,2331,3,2,0,1,1,0,0
6702,2332,3,4,0,1,1,1,0
6704,2333,3,1,1,0,1,0,0
6706,2334,2,2,1,0,1,0,0
6708,2335,2,4,1,0,2,0,0
6711,2336,3,2,1,0,1,0,0
6713,2337,2,2,1,0,2,0,0
6716,2338,2,1,1,0,2,0,0
6719,2339,1,1,1,0,1,0,0
6721,2340,3,2,0,1,2,0,0
6724,2341,1,1,1,0,1,0,0
6726,2342,3,2,1,0,2,0,0
6729,2343,2,1,1,0,1,0,0
6731,2344,1,1,0,1,2,0,0
6734,2345,3,2,0,1,1,0,0
6736,2346,3,2,1,0,0,0,0
6737,2347,2,2,0,1,1,0,0
6739,2348,3,2,0,1,2,0,0
6742,2349,3,2,0,1,2,0,0
6745,2350,2,2,0,1,1,0,0
6747,2351,3,2,1,0,2,0,0
6750,2352,1,1,1,0,2,0,0
6753,2353,2,1,0,1,2,0,0
6756,2354,3,2,0,1,1,0,0
6758,2355,1,2,0,1,1,0,0
6760,2356,1,1,0,1,1,0,0
6762,2357,2,2,0,1,2,0,0
6765,2358,3,1,0,1,4,0,0
6770,2359,3,4,0,1,2,0,1
6773,2360,1,2,0,1,2,0,0
6776,2361,2,2,0,1,2,0,0
6779,2362,2,3,1,1,1,0,0
6782,2363,2,2,0,2,1,0,0
6785,2364,3,2,0,1,2,0,0
6788,2365,3,1,0,1,1,0,0
6790,2366,3,4,1,0,1,0,0
6792,2367,1,3,0,1,2,0,0
6795,2368,2,2,1,0,3,0,0
6799,2369,2,2,0,1,3,0,0
6803,2370,2,2,0,0,2,0,0
6805,2371,2,4,0,1,1,0,1
6807,2372,2,2,0,1,1,0,0
6809,2373,3,2,1,0,1,0,0
6811,2374,1,2,0,1,1,0,0
6813,2375,2,4,0,1,3,0,0
6817,2376,2,2,0,1,1,0,0
6819,2377,2,2,1,0,1,0,0
6821,2378,2,2,0,1,2,0,0
6824,2379,2,2,0,1,1,0,0
6826,2380,1,1,0,1,2,0,0
6829,2381,1,1,0,0,2,0,0
6831,2382,2,2,0,0,3,0,0
6834,2383,3,2,1,0,3,0,0
6838,2384,2,2,1,0,1,0,1
6840,2385,2,2,0,1,3,0,0
6844,2386,3,2,0,1,2,0,0
6847,2387,3,4,0,1,4,1,0
6852,2388,3,2,0,1,1,0,0
6854,2389,2,2,0,1,1,0,0
6856,2390,2,2,0,1,1,0,0
6858,2391,1,1,0,1,1,0,0
6860,2392,3,2,1,0,0,0,0
6861,2393,1,2,0,1,2,0,0
6864,2394,2,2,0,1,2,0,0
6867,2395,3,4,0,1,3,0,0
6871,2396,2,2,1,0,2,0,0
6874,2397,3,2,0,1,1,0,0
6876,2398,1,1,0,1,1,0,0
6878,2399,3,1,0,1,2,0,0
6881,2400,3,4,1,1,2,0,1
6885,2401,3,2,0,2,0,0,0
6887,2402,3,2,0,1,2,0,0
6890,2403,3,2,0,1,2,0,0
6893,2404,3,4,1,0,1,1,0
6895,2405,1,1,0,2,0,0,0
6897,2406,1,1,0,1,2,0,0
6900,2407,3,3,1,0,2,0,0
6903,2408,3,3,0,1,3,0,0
6907,2409,3,4,0,1,3,0,1
6911,2410,1,1,0,1,2,0,0
6914,2411,1,2,0,1,1,0,0
6916,2412,2,2,1,0,2,0,0
6919,2413,3,4,0,1,1,0,1
6921,2414,3,3,0,1,3,1,0
6925,2415,2,2,0,1,1,0,0
6927,2416,2,3,0,1,2,0,0
6930,2417,1,2,0,1,2,0,0
6933,2418,1,2,0,1,1,0,0
6935,2419,1,2,1,0,1,0,0
6937,2420,2,3,0,1,1,0,0
6939,2421,3,4,0,1,2,0,0
6942,2422,2,2,1,0,1,0,0
6944,2423,2,2,0,2,1,0,0
6947,2424,2,2,1,0,2,0,0
6950,2425,1,1,0,1,1,0,0
6952,2426,1,2,1,0,1,0,0
6954,2427,2,2,0,1,2,0,0
6957,2428,2,2,1,0,1,0,0
6959,2429,1,2,1,0,2,0,0
6962,2430,2,2,1,0,1,0,0
6964,2431,2,2,0,1,3,0,1
6968,2432,2,2,1,0,1,0,0
6970,2433,3,2,1,0,2,0,1
6973,2434,2,2,0,1,2,0,0
6976,2435,2,2,1,0,1,0,0
6978,2436,2,2,0,2,0,0,0
6980,2437,2,2,0,1,1,0,0
6982,2438,2,2,1,0,3,0,1
6986,2439,2,2,1,0,1,0,0
6988,2440,2,2,1,0,1,0,0
6990,2441,2,2,1,0,1,0,0
6992,2442,2,2,0,1,3,0,0
6996,2443,2,2,1,0,1,0,0
6998,2444,3,2,0,1,2,0,0
7001,2445,2,2,0,1,3,0,0
7005,2446,1,3,0,1,3,0,1
7009,2447,1,2,0,1,1,0,0
7011,2448,1,2,1,0,2,0,0
7014,2449,2,3,2,0,2,0,1
7018,2450,3,2,0,1,2,0,0
7021,2451,2,2,0,1,2,0,0
7024,2452,2,3,0,1,3,0,0
7028,2453,1,2,1,0,2,0,0
7031,2454,3,1,0,1,3,0,0
7035,2455,2,3,0,1,2,0,0
7038,2456,2,2,0,1,3,0,1
7042,2457,3,2,1,0,2,0,0
7045,2458,2,2,0,1,2,0,0
7048,2459,2,2,0,2,1,0,0
7051,2460,2,3,0,1,2,0,0
7054,2461,3,3,0,1,3,0,0
7058,2462,1,2,1,1,1,0,0
7061,2463,1,2,0,1,2,0,0
7064,2464,2,2,0,2,1,0,1
7067,2465,3,2,0,1,2,0,1
7070,2466,3,2,0,1,3,0,0
7074,2467,2,2,1,0,2,0,0
7077,2468,3,2,0,1,2,0,0
7080,2469,3,2,1,0,1,0,0
7082,2470,3,3,1,0,3,0,1
7086,2471,2,2,1,0,2,0,1
7089,2472,2,2,0,1,2,0,1
7092,2473,3,2,1,0,2,0,0
7095,2474,2,2,0,2,1,0,0
7098,2475,2,2,1,0,2,0,1
7101,2476,2,2,0,1,2,0,0
7104,2477,2,2,0,1,2,0,0
7107,2478,1,2,1,0,1,0,0
7109,2479,3,2,0,1,1,0,0
7111,2480,1,3,0,2,2,0,0
7115,2481,3,2,2,0,1,0,0
7118,2482,3,3,0,1,1,0,0
7120,2483,2,3,0,2,2,1,0
7124,2484,2,3,1,0,1,0,0
7126,2485,2,3,0,0,4,0,1
7130,2486,1,2,1,0,2,0,1
7133,2487,3,2,2,0,0,0,0
7135,2488,3,2,0,1,2,0,0
7138,2489,1,2,0,2,1,0,0
7141,2490,2,2,1,0,1,0,0
7143,2491,3,3,0,2,1,0,0
7146,2492,3,2,0,1,1,0,1
7148,2493,3,2,1,0,4,0,0
7153,2494,1,2,1,0,1,0,0
7155,2495,2,2,0,1,1,0,0
7157,2496,3,2,0,1,1,0,1
7159,2497,1,2,0,1,1,0,0
7161,2498,1,1,0,1,2,0,0
7164,2499,2,2,0,1,1,0,0
7166,2500,3,3,0,1,2,0,0
7169,2501,3,2,1,0,1,0,0
7171,2502,3,2,1,0,2,0,0
7174,2503,2,2,1,0,2,0,0
7177,2504,3,3,1,0,2,0,0
7180,2505,2,2,1,0,2,0,0
7183,2506,3,1,0,1,1,0,0
7185,2507,2,3,0,1,2,0,0
7188,2508,1,2,0,1,3,0,0
7192,2509,3,1,1,0,2,0,0
7195,2510,3,2,1,0,2,0,0
7198,2511,2,2,1,0,1,0,0
7200,2512,3,2,0,1,2,0,0
7203,2513,3,2,1,0,3,0,0
7207,2514,1,2,1,1,3,0,0
7212,2515,3,2,0,1,2,0,0
7215,2516,3,1,1,0,1,0,0
7217,2517,3,2,0,1,1,0,0
7219,2518,2,2,0,1,2,0,0
7222,2519,2,2,1,0,1,0,0
7224,2520,3,1,0,1,1,0,0
7226,2521,1,1,0,1,3,0,0
7230,2522,2,2,1,0,1,0,0
7232,2523,2,1,0,1,2,0,0
7235,2524,2,2,0,1,2,0,0
7238,2525,2,3,1,0,3,0,1
7242,2526,3,3,1,1,1,0,0
7245,2527,2,3,1,0,2,1,0
7248,2528,2,3,0,1,3,0,1
7252,2529,2,3,0,1,2,0,0
7255,2530,3,2,1,0,3,0,0
7259,2531,3,2,0,1,1,0,0
7261,2532,1,2,0,1,2,0,0
7264,2533,2,3,1,1,3,0,0
7269,2534,2,1,0,1,2,0,0
7272,2535,2,1,0,1,2,0,0
7275,2536,2,3,0,1,3,0,1
7279,2537,3,3,0,1,1,0,0
7281,2538,1,2,0,1,1,0,0
7283,2539,3,1,0,1,1,0,0
7285,2540,1,2,0,1,2,0,0
7288,2541,3,3,1,0,2,0,1
7291,2542,3,2,0,1,2,0,1
7294,2543,3,1,0,1,1,0,0
7296,2544,2,2,0,1,1,0,1
7298,2545,2,2,0,1,1,0,0
7300,2546,2,2,0,1,1,0,0
7302,2547,1,1,0,1,2,0,0
7305,2548,2,3,0,1,2,0,0
7308,2549,2,2,1,0,2,0,0
7311,2550,3,2,1,0,2,0,0
7314,2551,3,2,1,0,2,0,0
7317,2552,1,2,1,0,3,0,0
7321,2553,3,3,1,0,3,0,0
7325,2554,3,2,0,1,2,0,0
7328,2555,2,2,1,0,3,0,0
7332,2556,3,3,0,2,1,0,0
7335,2557,3,3,1,0,3,0,0
7339,2558,3,2,0,1,2,0,0
7342,2559,3,3,0,1,2,0,0
7345,2560,3,2,0,1,2,0,0
7348,2561,3,3,0,1,2,0,0
7351,2562,3,2,1,0,2,0,0
7354,2563,3,2,0,1,2,0,0
7357,2564,2,2,1,0,2,0,0
7360,2565,2,2,0,1,2,0,0
7363,2566,2,2,1,0,2,0,0
7366,2567,1,2,0,1,2,0,0
7369,2568,3,2,0,1,2,0,0
7372,2569,2,2,1,0,2,0,0
7375,2570,2,2,0,1,1,0,0
7377,2571,1,1,0,1,2,0,0
7380,2572,1,2,1,0,2,0,0
7383,2573,1,2,1,0,2,0,0
7386,2574,1,2,0,1,2,0,0
7389,2575,1,2,0,1,2,0,0
7392,2576,2,2,0,1,2,0,0
7395,2577,2,2,1,0,2,0,0
7398,2578,1,2,0,1,2,0,0
7401,2579,1,2,0,1,2,0,0
7404,2580,3,2,0,1,2,0,0
7407,2581,3,3,0,1,2,0,1
7410,2582,3,2,1,0,1,0,0
7412,2583,3,2,1,0,3,0,0
7416,2584,3,2,0,1,1,0,0
7418,2585,3,2,0,1,1,0,0
7420,2586,2,2,0,2,0,0,0
7422,2587,3,2,0,1,1,0,0
7424,2588,3,2,2,0,0,0,0
7426,2589,3,2,0,1,1,0,0
7428,2590,1,1,0,1,1,0,0
7430,2591,2,2,0,1,1,0,0
7432,2592,2,2,0,1,1,0,0
7434,2593,2,2,0,1,1,0,0
7436,2594,3,4,1,0,1,0,0
7438,2595,2,1,1,0,1,0,0
7440,2596,2,2,1,0,2,0,0
7443,2597,3,2,0,1,1,0,0
7445,2598,2,1,0,1,1,0,0
7447,2599,1,1,0,1,2,0,0
7450,2600,1,1,1,0,1,0,0
7452,2601,3,1,0,2,0,0,0
7454,2602,3,1,1,0,3,0,0
7458,2603,3,1,0,1,2,0,0
7461,2604,3,2,1,0,1,0,1
7463,2605,3,1,1,0,2,0,0
7466,2606,3,2,0,1,2,0,0
7469,2607,3,3,0,1,2,0,1
7472,2608,3,3,0,1,3,0,0
7476,2609,3,3,0,1,3,0,0
7480,2610,3,3,1,0,3,0,0
7484,2611,2,3,0,1,3,0,0
7488,2612,3,2,0,2,2,0,0
7492,2613,2,1,0,1,1,0,0
7494,2614,1,1,0,1,2,0,0
7497,2615,1,2,1,0,2,0,0
7500,2616,3,4,1,0,2,0,0
7503,2617,3,4,1,0,3,1,0
7507,2618,3,3,0,1,2,0,0
7510,2619,3,2,0,1,1,0,0
7512,2620,3,2,0,2,0,0,0
7514,2621,3,2,0,1,1,0,0
7516,2622,2,2,1,0,1,0,0
7518,2623,2,3,1,0,2,0,0
7521,2624,3,2,1,0,1,0,0
7523,2625,2,3,0,1,2,0,0
7526,2626,2,3,0,1,1,0,0
7528,2627,2,3,1,0,2,0,0
7531,2628,1,2,1,0,3,0,1
7535,2629,1,2,0,1,2,0,0
7538,2630,2,1,1,0,2,0,0
7541,2631,1,2,1,0,1,0,0
7543,2632,1,1,1,0,2,0,0
7546,2633,1,2,1,0,2,0,0
7549,2634,2,2,1,0,2,0,1
7552,2635,1,2,1,0,2,0,0
7555,2636,1,1,0,1,2,0,0
7558,2637,3,2,0,2,0,0,0
7560,2638,2,1,0,1,1,0,0
7562,2639,2,2,1,0,1,0,0
7564,2640,2,2,0,1,3,0,1
7568,2641,2,2,0,1,2,0,0
7571,2642,3,2,0,1,2,0,0
7574,2643,2,2,1,1,1,0,1
7577,2644,2,2,0,2,1,0,1
7580,2645,3,2,0,1,3,0,0
7584,2646,2,2,1,0,2,0,0
7587,2647,3,2,1,0,1,0,0
7589,2648,3,3,1,0,3,0,1
7593,2649,2,2,0,1,2,0,1
7596,2650,3,2,1,0,2,0,0
7599,2651,2,2,0,2,1,0,0
7602,2652,2,2,1,0,2,0,1
7605,2653,2,2,0,1,2,0,0
7608,2654,2,2,0,1,2,0,0
7611,2655,1,2,1,0,1,0,0
7613,2656,3,2,0,1,1,0,0
7615,2657,1,3,0,2,2,0,0
7619,2658,3,2,2,0,1,0,0
7622,2659,3,3,0,1,1,0,0
7624,2660,2,3,0,2,2,1,0
7628,2661,2,3,1,0,1,0,0
7630,2662,2,3,0,0,4,0,1
7634,2663,1,2,1,0,2,0,1
7637,2664,3,2,2,0,0,0,0
7639,2665,3,2,0,1,2,0,0
7642,2666,1,2,0,2,1,0,0
7645,2667,2,2,1,0,1,0,0
7647,2668,3,3,0,2,1,0,0
7650,2669,3,2,0,1,1,0,1
7652,2670,3,2,1,0,4,0,0
7657,2671,1,2,1,0,1,0,0
7659,2672,2,2,0,1,1,0,0
7661,2673,3,2,0,1,1,0,1
7663,2674,3,3,0,1,4,0,0
7668,2675,3,2,0,1,2,0,0
7671,2676,1,1,0,1,3,0,0
7675,2677,3,2,0,1,1,0,0
7677,2678,3,3,0,1,3,0,1
7681,2679,3,3,1,1,3,0,0
7686,2680,1,2,1,0,1,0,0
7688,2681,3,1,0,1,2,0,0
7691,2682,1,2,0,1,2,0,0
7694,2683,3,2,2,0,1,0,1
7697,2684,3,2,0,1,1,0,0
7699,2685,3,2,0,1,3,0,0
7703,2686,3,2,1,0,2,0,0
7706,2687,3,2,1,1,1,0,0
7709,2688,3,3,0,1,1,0,0
7711,2689,1,2,0,1,3,0,0
7715,2690,3,1,1,0,3,0,0
7719,2691,2,2,0,1,1,0,0
7721,2692,1,2,1,0,2,0,0
7724,2693,2,1,0,1,1,0,0
7726,2694,3,3,0,1,1,0,0
7728,2695,2,2,1,0,2,0,0
7731,2696,3,2,0,1,3,0,0
7735,2697,2,3,1,0,3,0,0
7739,2698,2,3,0,1,3,0,0
7743,2699,3,2,1,0,1,0,0
7745,2700,3,3,0,1,1,0,0
7747,2701,3,2,0,1,1,1,0
7749,2702,2,2,0,1,2,0,0
7752,2703,3,2,0,1,2,0,0
7755,2704,2,2,0,2,0,0,0
7757,2705,2,2,0,2,1,0,0
7760,2706,3,2,1,0,1,0,0
7762,2707,3,2,0,2,1,0,0
7765,2708,3,2,0,1,2,0,0
7768,2709,2,2,0,1,1,0,0
7770,2710,1,1,0,1,1,0,0
7772,2711,1,1,0,1,2,0,0
7775,2712,2,1,0,1,1,0,0
7777,2713,3,1,0,1,2,0,0
7780,2714,3,1,0,1,1,0,0
7782,2715,3,2,1,0,1,0,0
7784,2716,2,1,0,1,2,0,0
7787,2717,2,2,0,1,1,0,0
7789,2718,3,1,1,0,1,0,0
7791,2719,2,2,0,1,2,0,0
7794,2720,1,1,1,0,1,0,0
7796,2721,2,2,0,1,1,0,0
7798,2722,3,1,0,2,1,0,0
7801,2723,3,1,0,1,1,0,0
7803,2724,3,1,0,2,0,0,0
7805,2725,2,3,0,2,0,0,0
