SL,HHNO,HOUSING_TYPE,HH_INCOME,BUSINESS_P_NO,EMPLOYED_P_NO,UNEMPLOYED_P_NO,CAR_OWN,MC_OWN
11664,4116,3,4,0,1,5,0,0
11670,4117,1,2,0,1,2,0,0
11673,4118,1,1,1,0,2,0,0
11676,4119,3,3,0,1,2,0,0
11679,4120,1,1,0,1,2,0,0
11682,4121,3,2,1,0,2,0,0
11685,4122,3,2,0,1,3,0,0
11689,4123,3,2,0,0,3,0,0
11692,4124,1,2,0,1,3,0,0
11696,4125,2,2,1,0,2,0,0
11699,4126,3,3,0,1,3,0,0
11703,4127,3,3,1,0,3,0,0
11707,4128,3,4,1,1,2,0,0
11711,4129,3,2,1,1,1,0,0
11714,4130,2,1,1,0,2,0,0
11717,4131,2,1,0,1,3,0,0
11721,4132,3,3,0,2,1,0,0
11724,4133,2,1,0,0,4,0,0
11728,4134,3,2,0,1,2,0,0
11731,4135,3,4,0,1,3,0,1
11735,4136,3,1,1,0,2,0,0
11738,4137,3,4,0,1,3,1,0
11742,4138,3,4,0,2,1,1,0
11745,4139,3,3,1,1,1,0,0
11748,4140,2,1,1,0,2,0,0
11751,4141,3,2,0,0,4,0,0
11755,4142,2,2,0,1,2,0,0
11758,4143,2,3,0,1,3,0,0
11762,4144,2,3,0,1,2,0,0
11765,4145,3,4,0,1,2,0,0
11768,4146,2,2,1,0,3,0,0
11772,4147,3,1,0,1,3,0,0
11776,4148,3,2,0,1,2,0,0
11779,4149,3,2,1,0,2,0,0
11782,4150,2,1,1,0,2,0,0
11785,4151,3,2,1,0,3,0,0
11789,4152,2,1,1,0,2,0,0
11792,4153,2,2,1,0,2,0,0
11795,4154,2,2,1,0,3,0,0
11799,4155,2,2,1,0,2,0,0
11802,4156,1,2,0,1,2,0,0
11805,4157,3,2,1,0,1,0,0
11807,4158,1,2,1,1,0,0,0
11809,4159,2,2,1,1,2,0,0
11813,4160,2,1,1,0,2,0,0
11816,4161,2,1,1,0,1,0,0
11818,4162,3,2,1,0,4,0,0
11823,4163,1,1,0,1,3,0,0
11827,4164,2,1,0,0,3,0,0
11830,4165,3,2,0,0,4,0,0
11834,4166,1,1,0,1,2,0,0
11837,4167,3,2,0,0,4,0,0
11841,4168,3,2,0,1,2,0,0
11844,4169,2,1,1,0,1,0,0
11846,4170,3,1,1,0,1,0,0
11848,4171,2,2,0,0,4,0,0
11852,4172,3,2,0,1,3,0,0
11856,4173,1,1,0,0,4,0,0
11860,4174,1,1,0,1,2,0,0
11863,4175,3,3,1,0,3,0,0
11867,4176,2,2,1,0,2,0,0
11870,4177,2,2,1,0,3,0,1
11874,4178,2,2,1,0,3,0,0
11878,4179,2,2,1,0,3,0,0
11882,4180,3,3,1,0,3,0,0
11886,4181,1,2,0,1,2,0,0
11889,4182,3,2,0,2,1,0,0
11892,4183,3,3,1,0,3,0,0
11896,4184,2,4,0,3,2,1,0
11901,4185,3,3,0,1,2,0,0
11904,4186,2,2,0,1,3,0,0
11908,4187,2,2,1,0,2,0,0
11911,4188,2,2,1,0,1,0,0
11913,4189,3,2,0,1,4,0,0
11918,4190,2,3,1,0,3,0,0
11922,4191,2,1,1,0,2,0,0
11925,4192,2,3,1,0,2,0,0
11928,4193,1,2,0,1,1,0,0
11930,4194,3,2,1,0,2,0,0
11933,4195,1,1,1,0,2,0,0
11936,4196,3,3,1,0,2,0,0
11939,4197,2,1,0,1,1,0,0
11941,4198,2,2,0,1,2,0,0
11944,4199,2,2,0,1,1,0,0
11946,4200,2,1,1,0,2,0,0
11949,4201,3,2,1,0,2,0,0
11952,4202,2,2,0,1,1,0,0
11954,4203,3,3,0,2,1,0,0
11957,4204,3,2,0,1,2,0,0
11960,4205,3,2,0,1,4,0,0
11965,4206,3,2,0,0,3,0,0
11968,4207,2,2,0,1,2,0,0
11971,4208,2,2,0,1,2,0,0
11974,4209,1,2,0,1,1,0,0
11976,4210,3,3,0,1,3,0,0
11980,4211,3,2,1,0,2,0,0
11983,4212,3,2,0,0,3,0,0
11986,4213,3,2,1,0,2,0,0
11989,4214,2,2,0,1,2,0,0
11992,4215,3,2,0,1,2,0,0
11995,4216,3,3,1,0,2,0,0
11998,4217,2,3,1,0,3,0,0
12002,4218,3,3,1,0,3,0,0
12006,4219,3,3,1,0,2,0,0
12009,4220,3,3,1,0,2,0,0
12012,4221,3,2,1,0,3,0,0
12016,4222,3,2,1,0,2,0,0
12019,4223,3,2,1,1,1,0,0
12022,4224,1,2,1,0,3,0,0
12026,4225,3,2,1,0,3,0,0
12030,4226,2,1,1,0,2,0,0
12033,4227,3,3,1,0,2,0,0
12036,4228,2,2,0,1,2,0,0
12039,4229,3,2,0,1,2,0,0
12042,4230,2,1,0,1,2,0,0
12045,4231,2,3,0,1,3,0,0
12049,4232,2,3,1,0,2,0,0
12052,4233,2,2,0,1,1,0,0
12054,4234,3,3,1,0,2,0,0
12057,4235,3,2,0,2,1,0,0
12060,4236,3,2,0,1,2,0,0
12063,4237,3,2,0,0,3,0,0
12066,4238,1,2,0,1,1,0,0
12068,4239,3,2,2,0,1,0,0
12071,4240,1,2,1,0,3,0,0
12075,4241,3,2,0,2,4,0,0
12081,4242,3,3,0,1,3,0,0
12085,4243,1,1,1,0,2,0,0
12088,4244,3,2,0,1,1,0,0
12090,4245,2,1,1,0,2,0,0
12093,4246,1,1,1,0,3,0,0
12097,4247,3,3,0,2,2,0,0
12101,4248,3,2,1,1,1,0,0
12104,4249,3,3,2,0,2,0,0
12108,4250,1,2,1,0,3,0,0
12112,4251,3,3,0,0,3,0,0
12115,4252,3,1,1,0,3,0,0
12119,4253,2,2,0,1,2,0,0
12122,4254,3,1,0,1,2,0,0
12125,4255,1,2,0,1,2,0,0
12128,4256,1,1,1,0,2,0,0
12131,4257,3,2,1,0,2,0,0
12134,4258,2,3,1,1,1,0,0
12137,4259,3,3,0,3,1,1,0
12141,4260,3,2,0,1,2,0,0
12144,4261,3,4,2,0,1,0,0
12147,4262,1,2,1,0,2,0,0
12150,4263,3,3,0,1,3,0,0
12154,4264,2,3,0,2,2,0,0
12158,4265,3,3,0,0,3,0,0
12161,4266,2,3,1,0,2,0,0
12164,4267,3,4,1,0,3,0,0
12168,4268,1,2,1,0,2,0,0
12171,4269,3,2,1,0,2,0,0
12174,4270,3,2,1,0,2,0,0
12177,4271,3,3,1,0,2,0,0
12180,4272,3,2,1,0,2,0,0
12183,4273,3,3,1,0,3,0,0
12187,4274,3,3,1,0,3,0,0
12191,4275,2,3,1,0,3,0,0
12195,4276,2,4,1,0,2,0,0
12198,4277,3,2,0,1,3,0,0
12202,4278,1,2,0,2,0,0,0
12204,4279,2,1,1,0,2,0,0
12207,4280,3,2,1,0,1,0,0
12209,4281,3,3,1,2,1,0,0
12213,4282,3,4,1,0,3,0,0
12217,4283,2,2,1,0,2,0,0
12220,4284,3,2,0,1,2,0,0
12223,4285,3,2,1,0,2,0,0
12226,4286,3,2,2,1,1,0,0
12230,4287,3,3,1,0,2,0,0
12233,4288,2,2,1,0,3,0,0
12237,4289,2,3,1,0,3,0,0
12241,4290,2,1,1,0,2,0,0
12244,4291,1,2,1,0,3,0,0
12248,4292,3,3,0,1,2,0,0
12251,4293,2,3,0,1,2,0,0
12254,4294,2,1,1,0,2,0,0
12257,4295,2,2,1,0,2,0,0
12260,4296,2,2,0,0,4,0,0
12264,4297,3,3,0,1,4,0,0
12269,4298,3,2,0,1,3,0,0
12273,4299,2,3,0,0,5,0,0
12278,4300,3,2,0,1,2,0,0
12281,4301,3,2,0,1,3,0,0
12285,4302,3,3,0,1,3,0,0
12289,4303,3,1,0,1,3,0,0
12293,4304,1,1,0,0,3,0,0
12296,4305,2,1,0,1,1,0,0
12298,4306,3,2,0,0,4,0,0
12302,4307,2,3,2,0,1,0,0
12305,4308,3,2,0,1,2,0,0
12308,4309,1,2,1,0,2,0,0
12311,4310,2,2,0,1,2,0,1
12314,4311,3,2,1,0,2,0,0
12317,4312,3,2,0,1,3,0,0
12321,4313,3,3,1,0,1,0,0
12323,4314,1,2,0,1,3,0,0
12327,4315,2,3,1,0,2,0,0
12330,4316,2,3,0,1,2,0,0
12333,4317,1,1,0,1,2,0,0
12336,4318,3,1,0,0,2,0,0
12338,4319,1,1,0,1,1,0,0
12340,4320,2,2,1,0,1,0,0
12342,4321,2,3,0,1,1,0,0
12344,4322,3,3,0,1,2,0,0
12347,4323,2,3,1,0,1,0,0
12349,4324,3,3,1,0,2,0,0
12352,4325,3,2,0,1,2,0,0
12355,4326,2,3,1,0,2,0,0
12358,4327,3,2,0,1,2,0,0
12361,4328,2,3,0,1,2,0,0
12364,4329,3,3,1,0,1,0,0
12366,4330,1,1,1,0,2,0,0
12369,4331,2,2,1,0,1,0,0
12371,4332,2,2,1,0,1,0,0
12373,4333,1,2,1,0,2,0,0
12376,4334,3,3,1,0,3,0,0
12380,4335,3,2,1,0,1,0,0
12382,4336,3,2,1,0,1,0,0
12384,4337,1,2,0,0,2,0,0
12386,4338,1,1,1,0,1,0,0
12388,4339,1,1,0,2,0,0,0
12390,4340,1,1,0,1,2,0,0
12393,4341,1,2,1,0,1,0,0
12395,4342,2,2,0,0,3,0,0
12398,4343,3,2,1,0,4,0,0
12403,4344,3,3,0,1,4,0,0
12408,4345,1,2,1,0,2,0,0
12411,4346,2,2,1,0,1,0,0
12413,4347,2,3,0,1,1,0,0
12415,4348,2,3,1,0,1,0,0
12417,4349,2,3,1,0,2,0,0
12420,4350,2,2,1,0,1,0,0
12422,4351,2,3,1,0,2,0,0
12425,4352,2,3,0,0,2,0,0
12427,4353,2,3,1,0,2,0,0
12430,4354,3,2,0,1,2,0,0
12433,4355,2,3,1,0,2,0,0
12436,4356,2,3,0,1,2,0,0
12439,4357,1,2,1,0,2,0,0
12442,4358,2,3,0,1,1,0,0
12444,4359,2,2,0,1,2,0,0
12447,4360,3,2,0,1,2,0,0
12450,4361,1,1,0,1,2,0,0
12453,4362,3,2,0,1,2,0,0
12456,4363,2,2,0,1,2,0,0
12459,4364,3,2,0,1,2,0,0
12462,4365,2,2,0,1,2,0,0
12465,4366,3,3,0,1,3,0,0
12469,4367,3,2,0,1,2,0,0
12472,4368,2,1,0,1,2,0,0
12475,4369,3,2,0,1,2,0,0
12478,4370,3,2,0,1,1,0,0
12480,4371,2,4,0,2,1,0,0
12483,4372,2,3,0,1,2,0,0
12486,4373,2,2,0,1,2,0,0
12489,4374,2,3,1,0,3,0,0
12493,4375,2,2,1,0,1,0,0
12495,4376,3,2,1,0,3,0,0
12499,4377,2,2,1,0,2,0,0
12502,4378,3,3,1,0,3,0,0
12506,4379,2,2,1,0,1,0,0
12508,4380,3,3,0,1,2,0,0
12511,4381,3,2,1,0,2,0,0
12514,4382,3,3,0,1,2,0,0
12517,4383,2,3,1,0,3,0,0
12521,4384,2,2,0,1,2,0,0
12524,4385,1,2,1,0,1,0,0
12526,4386,3,2,0,0,2,0,0
12528,4387,3,3,1,0,2,0,0
12531,4388,3,2,0,1,1,0,0
12533,4389,2,3,0,1,2,0,0
12536,4390,2,2,1,0,3,0,0
12540,4391,2,3,0,1,2,0,0
12543,4392,3,3,0,1,2,0,0
12546,4393,3,3,0,1,1,0,0
12548,4394,3,3,0,1,2,0,0
12551,4395,1,1,0,1,1,0,0
12553,4396,2,3,1,0,1,0,0
12555,4397,1,1,0,1,1,0,0
12557,4398,3,2,0,1,2,0,0
5691,4399,1,1,1,2,1,0,0
5695,4400,3,2,0,0,1,0,0
5696,4401,3,3,0,1,2,0,1
5699,4402,2,4,0,0,2,0,0
5701,4403,3,4,0,2,1,0,0
5704,4404,3,4,0,2,2,0,0
5708,4405,3,4,0,1,1,0,0
5710,4406,3,3,0,0,3,0,0
5713,4407,3,2,0,0,2,0,0
5715,4408,1,2,0,1,2,0,0
5718,4409,1,2,0,0,1,0,0
5719,4410,2,3,0,1,2,0,0
5722,4411,1,2,0,0,3,0,1
5725,4412,1,2,0,0,3,0,1
5728,4413,2,3,0,0,4,0,0
5732,4414,1,1,0,0,1,0,0
5733,4415,3,4,0,0,3,0,1
5736,4416,2,3,0,0,2,0,1
5738,4417,1,2,0,1,2,0,0
5741,4418,2,2,0,1,3,0,0
5745,4419,3,4,0,1,3,0,0
5749,4420,2,4,0,0,4,0,0
5753,4421,3,3,0,1,2,0,0
5756,4422,3,4,0,0,3,0,0
12560,4423,2,2,1,0,3,0,0
12564,4424,2,2,1,0,2,0,0
12567,4425,2,2,1,0,2,0,0
12570,4426,3,3,1,0,2,0,0
12573,4427,3,3,1,0,3,0,0
12577,4428,3,3,1,0,2,0,0
12580,4429,2,1,1,0,2,0,0
12583,4430,3,3,0,0,3,0,0
12586,4431,3,2,1,0,3,0,0
12590,4432,2,3,1,0,2,0,1
12593,4433,1,2,1,0,2,0,0
12596,4434,2,2,0,1,2,0,0
12599,4435,2,3,1,0,3,1,0
12603,4436,3,2,1,0,2,0,0
12606,4437,3,2,0,1,2,0,0
12609,4438,2,2,1,0,1,0,0
12611,4439,1,1,1,0,3,0,0
12615,4440,2,2,0,0,2,0,0
12617,4441,2,2,0,1,3,0,0
12621,4442,3,3,1,0,3,0,0
12625,4443,2,2,0,0,2,0,0
12627,4444,2,2,0,1,2,0,0
12630,4445,3,2,1,0,1,0,0
12632,4446,1,2,1,0,4,0,0
12637,4447,2,2,0,1,2,0,0
12640,4448,2,3,1,0,2,1,0
12643,4449,2,3,1,0,3,0,0
12647,4450,2,3,1,0,1,0,0
12649,4451,3,2,0,1,2,0,0
12652,4452,1,2,0,1,1,0,0
12654,4453,3,2,0,1,2,0,0
12657,4454,3,1,0,0,1,0,0
12658,4455,3,2,1,0,2,0,0
12661,4456,3,4,1,0,1,1,0
12663,4457,2,2,1,0,2,0,0
12666,4458,2,3,0,1,2,0,0
12669,4459,2,2,0,0,2,0,0
12671,4460,3,3,1,0,3,0,0
12675,4461,2,4,0,1,3,1,0
12679,4462,2,2,0,1,2,0,0
12682,4463,3,2,1,0,1,0,0
12684,4464,2,3,0,1,4,0,0
12689,4465,2,2,1,0,1,0,0
12691,4466,2,2,0,1,1,0,0
12693,4467,2,2,0,1,4,0,0
12698,4468,3,3,1,0,3,0,0
12702,4469,3,2,0,1,1,0,0
12704,4470,2,2,0,1,2,0,0
12707,4471,2,3,0,1,3,0,0
12711,4472,2,2,0,1,1,0,0
12713,4473,2,3,0,1,1,0,0
12715,4474,1,1,0,0,4,0,0
12719,4475,2,2,1,0,1,0,0
12721,4476,3,3,0,0,3,0,0
12724,4477,2,3,1,0,2,0,0
12727,4478,2,3,1,1,0,0,0
12729,4479,2,2,1,0,1,0,0
12731,4480,3,3,0,1,3,0,0
12735,4481,2,1,0,0,2,0,0
12737,4482,1,2,0,1,1,0,0
12739,4483,3,2,0,1,2,0,0
12742,4484,3,2,0,0,2,0,0
12744,4485,3,2,0,1,1,0,0
12746,4486,2,2,0,1,2,0,0
12749,4487,2,2,1,1,0,0,0
12751,4488,3,2,0,1,3,0,0
12755,4489,3,2,0,1,1,0,0
12757,4490,2,1,0,1,1,0,0
12759,4491,3,3,0,1,3,0,0
12763,4492,3,2,0,2,0,0,0
12765,4493,2,2,0,1,2,0,0
12768,4494,2,2,1,0,1,0,0
12770,4495,3,3,0,1,3,0,0
12774,4496,3,3,0,1,2,0,0
12777,4497,3,2,1,0,2,0,0
12780,4498,3,2,1,0,3,0,0
12784,4499,1,1,0,2,0,0,0
12786,4500,3,2,0,1,1,0,0
12788,4501,3,3,2,0,1,0,0
12791,4502,3,3,1,0,1,0,0
12793,4503,2,3,0,1,1,0,0
12795,4504,3,4,1,0,2,0,0
12798,4505,1,1,0,2,0,0,0
12800,4506,2,2,0,1,0,0,1
12801,4507,3,2,1,0,2,0,0
12804,4508,3,2,0,1,2,0,0
12807,4509,1,3,0,0,3,0,0
12810,4510,1,3,1,0,2,0,0
12813,4511,2,3,1,0,1,0,0
12815,4512,2,3,0,1,3,0,0
12819,4513,3,2,0,1,3,0,0
12823,4514,1,1,1,0,1,0,0
12825,4515,3,3,0,1,2,0,0
12828,4516,3,2,1,1,1,0,0
12831,4517,2,3,0,1,1,0,0
12833,4518,1,1,0,1,2,0,0
12836,4519,1,1,0,1,1,0,0
12838,4520,2,3,0,1,2,0,0
12841,4521,1,1,0,1,1,0,0
12843,4522,3,3,1,0,1,0,0
12845,4523,3,4,0,1,3,1,0
12849,4524,2,1,0,1,1,0,0
12851,4525,2,3,0,1,2,0,0
12854,4526,2,2,0,1,2,0,0
12857,4527,3,3,0,1,2,0,1
12860,4528,3,3,1,0,2,0,0
